ID,SMILES,Solubility,Mean,Occurrence
D-1349,OC1COC(O)C(O)C1O,0.824,0.57643617,5
E-1209,O(C(O)C(O)C(O)C1O)C1,0.39,0.57643617,5
A-3450,OC1CCCCC1,-0.247115593,-0.356303915,3
A-3796,OC1CCCCC1,-0.444396151,-0.356303915,3
B-3795,OC1CCCCC1,-0.3774,-0.356303915,3
A-3451,CSCCC(N)C(O)=O,-0.420996052,-0.540148026,2
B-86,CSCCC(N)C(O)=O,-0.6593,-0.540148026,2
A-3460,[Cl-].[Cl-].[Pd++],-0.503697626,-1.073582499,2
A-3750,[Cl-].[Cl-].[Pd++],-1.643467372,-1.073582499,2
A-3466,CC1(C)COC(=O)C1O,0.618133766,0.718414558,3
A-5214,CC1(C)COC(=O)C1O,0.651530723,0.718414558,3
A-5330,CC1(C)COC(=O)C1O,0.885579186,0.718414558,3
A-3472,CCOCCC(=O)OCC,-0.431708518,-0.426154259,2
B-1500,CCOCCC(=O)OCC,-0.4206,-0.426154259,2
A-3474,Cc1cc(N)ccc1N,-0.354574369,-0.430879451,2
A-3774,Cc1cc(N)ccc1N,-0.507184532,-0.430879451,2
A-3475,COC(=O)CC#N,-0.263631686,-0.094440334,2
A-4452,COC(=O)CC#N,0.074751017,-0.094440334,2
A-3484,[Na+].CCOC([S-])=S,0.55705013,0.550694148,2
A-3498,[Na+].CCOC([S-])=S,0.544338165,0.550694148,2
A-3485,NC(=O)CCl,-0.250712687,-0.079104229,3
B-4641,NC(=O)CCl,-0.0166,-0.079104229,3
C-1076,NC(=O)CCl,0.03,-0.079104229,3
A-3493,[NH4+].[NH4+].[O-]C(=O)C([O-])=O,-0.383640418,-0.508624779,4
A-3624,[NH4+].[NH4+].[O-]C(=O)C([O-])=O,-0.440545269,-0.508624779,4
A-3671,[NH4+].[NH4+].[O-]C(=O)C([O-])=O,-0.472581501,-0.508624779,4
A-4069,[NH4+].[NH4+].[O-]C(=O)C([O-])=O,-0.737731926,-0.508624779,4
A-3503,CN(C)CCOC(=O)C(C)=C,0.502481549,0.652996547,2
A-4506,CN(C)CCOC(=O)C(C)=C,0.803511545,0.652996547,2
A-3506,OC(=O)C1CCC(=O)N1,-0.404258917,0.081370541,2
D-1461,OC(=O)C1CCC(=O)N1,0.567,0.081370541,2
A-3508,CCCC=O,-0.159007423,-0.082853711,2
B-3872,CCCC=O,-0.0067,-0.082853711,2
A-3509,CCC(=O)CC,-0.236204612,-0.254188847,3
A-3619,CCC(=O)CC,-0.273361931,-0.254188847,3
B-3921,CCC(=O)CC,-0.253,-0.254188847,3
A-3511,C/C=C/CCC1CCCC(=O)O1,-1.459506087,-1.474116189,2
A-3527,C/C=C/CCC1CCCC(=O)O1,-1.488726291,-1.474116189,2
A-3519,Nc1ccccc1Cl,-1.357574146,-1.366829738,4
A-3541,Nc1ccccc1Cl,-1.395644808,-1.366829738,4
B-3675,Nc1ccccc1Cl,-1.1941,-1.366829738,4
E-618,Nc(c(ccc1)Cl)c1,-1.52,-1.366829738,4
A-3520,CC(C)COC(C)=O,-1.316868576,-1.264189525,3
B-592,CC(C)COC(C)=O,-1.2657,-1.264189525,3
G-750,CC(C)COC(=O)C,-1.21,-1.264189525,3
A-3525,CC(CN)CCCN,-1.327248701,-0.219121109,2
A-5192,CC(CN)CCCN,0.889006483,-0.219121109,2
A-3535,NC12CC3CC(CC(C3)C1)C2,-1.463700654,-2.083455534,3
A-4897,NC12CC3CC(CC(C3)C1)C2,-2.936665949,-2.083455534,3
C-1542,N[C]12C[CH]3[CH2]C([CH2][CH](C3)C1)C2,-1.85,-2.083455534,3
A-3542,Cc1ccccc1[S](N)(=O)=O,-1.525986853,-1.77771195,2
A-4608,Cc1ccccc1[S](N)(=O)=O,-2.029437047,-1.77771195,2
A-3545,NN=C(N)N.OC(O)=O,-1.43492322,-1.584277322,3
A-3911,NN=C(N)N.OC(O)=O,-1.615379285,-1.584277322,3
A-4141,NN=C(N)N.OC(O)=O,-1.702529461,-1.584277322,3
A-3548,NC1CCC(CC1)CC2CCC(N)CC2,-1.62400348,-1.526720755,3
A-3879,NC1CCC(CC1)CC2CCC(N)CC2,-1.723090413,-1.526720755,3
A-4441,NC1CCC(CC1)CC2CCC(N)CC2,-1.233068373,-1.526720755,3
A-3550,c1ccc2cnccc2c1,-1.412164757,-1.459079842,3
A-3756,c1ccc2cnccc2c1,-1.50907477,-1.459079842,3
B-4284,c1ccc2cnccc2c1,-1.456,-1.459079842,3
A-3556,OCCNc1ccccc1,-0.440067788,-0.457283894,2
B-719,OCCNc1ccccc1,-0.4745,-0.457283894,2
A-3568,[Al+3].O[PH]([O-])=O.O[PH]([O-])=O.O[PH]([O-])=O,-3.505959979,-4.873176074,9
A-3571,[Al+3].O[PH]([O-])=O.O[PH]([O-])=O.O[PH]([O-])=O,-3.932961516,-4.873176074,9
A-3579,[Al+3].O[PH]([O-])=O.O[PH]([O-])=O.O[PH]([O-])=O,-4.006390434,-4.873176074,9
A-3580,[Al+3].O[PH]([O-])=O.O[PH]([O-])=O.O[PH]([O-])=O,-4.150238703,-4.873176074,9
A-3581,[Al+3].O[PH]([O-])=O.O[PH]([O-])=O.O[PH]([O-])=O,-4.56794921,-4.873176074,9
A-3584,[Al+3].O[PH]([O-])=O.O[PH]([O-])=O.O[PH]([O-])=O,-4.755493728,-4.873176074,9
A-5674,[Al+3].O[PH]([O-])=O.O[PH]([O-])=O.O[PH]([O-])=O,-4.770880972,-4.873176074,9
A-5677,[Al+3].O[PH]([O-])=O.O[PH]([O-])=O.O[PH]([O-])=O,-6.877631734,-4.873176074,9
A-5679,[Al+3].O[PH]([O-])=O.O[PH]([O-])=O.O[PH]([O-])=O,-7.291078392,-4.873176074,9
A-3578,[Zn++].CC(O)C([O-])=O.CC(O)C([O-])=O,-0.70350543,-0.933652715,2
B-2471,[Zn++].CC(O)C([O-])=O.CC(O)C([O-])=O,-1.1638,-0.933652715,2
A-3582,CC(C)CC(O)=O,-0.327924852,-0.363762426,2
B-1028,CC(C)CC(O)=O,-0.3996,-0.363762426,2
A-3583,CC[N+]([O-])=O,-0.194207823,-0.207103911,2
G-875,CCN(=O)=O,-0.22,-0.207103911,2
A-3597,[I-].C[S+](C)(C)=O,-0.662235197,-0.709559815,2
A-3772,[I-].C[S+](C)(C)=O,-0.756884432,-0.709559815,2
A-3616,CCN(O)CC,0.70363191,0.647761249,2
A-3810,CCN(O)CC,0.591890589,0.647761249,2
A-3637,[K+].O[B-](O)(F)F,-0.437714943,-0.718919969,4
A-4055,[K+].O[B-](O)(F)F,-0.724347118,-0.718919969,4
A-4113,[K+].O[B-](O)(F)F,-0.782878897,-0.718919969,4
A-4370,[K+].O[B-](O)(F)F,-0.930738917,-0.718919969,4
A-3649,NC(Cc1[nH]cnc1)C(O)=O,-0.557302918,-0.544351459,2
B-146,NC(Cc1[nH]cnc1)C(O)=O,-0.5314,-0.544351459,2
A-3659,CCNC(=S)NCC,-0.498087276,-0.979043638,2
C-31,CCNC(=S)NCC,-1.46,-0.979043638,2
A-3660,CC(N)c1ccccc1,-0.460192409,-0.470787059,2
A-3691,CC(N)c1ccccc1,-0.481381708,-0.470787059,2
A-3663,OC(=O)CCC(N(CC(O)=O)CC(O)=O)C(O)=O,0.201924838,0.122764321,2
A-3950,OC(=O)CCC(N(CC(O)=O)CC(O)=O)C(O)=O,0.043603804,0.122764321,2
A-3664,O=C1OC(=O)C=C1,0.62969768,0.623906743,2
A-3678,O=C1OC(=O)C=C1,0.618115807,0.623906743,2
A-3669,[Na+].CNCC[S]([O-])(=O)=O,0.405531988,-0.749767969,3
A-4877,[Na+].CNCC[S]([O-])(=O)=O,-2.845524033,-0.749767969,3
A-5268,[Na+].CNCC[S]([O-])(=O)=O,0.19068814,-0.749767969,3
A-3673,N[C@@H](CCC(N)=O)C(O)=O,-0.548311419,-0.580093451,2
A-3802,N[C@@H](CCC(N)=O)C(O)=O,-0.611875483,-0.580093451,2
A-3674,CC[C@H](C)[C@H](N)C(O)=O,-0.502953857,-0.544663006,2
A-3826,CC[C@H](C)[C@H](N)C(O)=O,-0.586372156,-0.544663006,2
A-3695,Oc1ccccc1C=O,-1.396601384,-1.128300692,2
E-791,O=Cc(c(O)ccc1)c1,-0.86,-1.128300692,2
A-3697,OC(=O)c1ccc(O)cc1,-1.452733897,-1.408508474,4
B-4537,OC(=O)c1ccc(O)cc1,-1.4413,-1.408508474,4
C-157,OC(=O)C1=CC=C(O)C=C1,-1.33,-1.408508474,4
E-419,O=C(O)c(ccc(O)c1)c1,-1.41,-1.408508474,4
A-3698,CCCCCCCCN.CCCCO[P](S)(=O)OCCCC,-1.864233876,-1.871965589,2
A-3708,CCCCCCCCN.CCCCO[P](S)(=O)OCCCC,-1.879697302,-1.871965589,2
A-3699,Nc1nc(N)nc(N)n1,-1.415052554,-1.521955867,3
A-3905,Nc1nc(N)nc(N)n1,-1.559215049,-1.521955867,3
B-557,Nc1nc(N)nc(N)n1,-1.5916,-1.521955867,3
A-3702,CC1(C)CC(=O)CC(C)(C1)C#N,-1.54049772,-1.533760451,2
A-5409,CC1(C)CC(=O)CC(C)(C1)C#N,-1.527023181,-1.533760451,2
A-3704,CC(C)C1=NN(C(=O)NC(C)(C)C)C(=O)N1N,-1.708606324,-1.719251901,3
A-3712,CC(C)C1=NN(C(=O)NC(C)(C)C)C(=O)N1N,-1.718847397,-1.719251901,3
A-3729,CC(C)C1=NN(C(=O)NC(C)(C)C)C(=O)N1N,-1.730301982,-1.719251901,3
A-3707,CCOC(=O)C(C)=C,-1.386280245,-1.355690122,2
B-3885,CCOC(=O)C(C)=C,-1.3251,-1.355690122,2
A-3715,Nc1cc(Cl)nc(C(O)=O)c1Cl,0.010331948,0.003040948,2
A-3716,Nc1cc(Cl)nc(C(O)=O)c1Cl,-0.004250052,0.003040948,2
A-3717,CC(=O)Oc1ccccc1C(O)=O,-1.592898131,-1.70535821,4
A-5144,CC(=O)Oc1ccccc1C(O)=O,-1.778534708,-1.70535821,4
C-355,CC(=O)OC1=C(C=CC=C1)C(O)=O,-1.73,-1.70535821,4
E-1274,O=C(Oc(c(ccc1)C(=O)O)c1)C,-1.72,-1.70535821,4
A-3732,NC(N)=N[N+]([O-])=O,-1.373868705,-1.500564832,4
A-3907,NC(N)=N[N+]([O-])=O,-1.485842464,-1.500564832,4
A-3930,NC(N)=N[N+]([O-])=O,-1.540200127,-1.500564832,4
A-4150,NC(N)=N[N+]([O-])=O,-1.602348034,-1.500564832,4
A-3734,OCC#CCO.ClCC1CO1,-1.608465251,-0.415296854,2
A-4483,OCC#CCO.ClCC1CO1,0.777871543,-0.415296854,2
A-3741,CCCCCC(C)=O,-1.433338371,-1.434446124,3
E-303,O=C(CCCCC)C,-1.42,-1.434446124,3
G-218,CCCCCC(=O)C,-1.45,-1.434446124,3
A-3742,CCCC(C)C=O,-1.377449362,-1.38481099,2
A-3748,CCCC(C)C=O,-1.392172618,-1.38481099,2
A-3743,CC(C)(C)c1ccc(O)c(O)c1,-1.597433988,-1.758566994,2
B-415,CC(C)(C)c1ccc(O)c(O)c1,-1.9197,-1.758566994,2
A-3745,Nc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,-1.810959537,-1.770479768,2
C-665,NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O,-1.73,-1.770479768,2
A-3749,CCCCNCCCC,-1.503965448,-1.491634108,3
A-3886,CCCCNCCCC,-1.531636875,-1.491634108,3
B-3669,CCCCNCCCC,-1.4393,-1.491634108,3
A-3753,COC(=O)CCCCC(=O)OC,-1.638978187,-1.177585837,4
A-3952,COC(=O)CCCCC(=O)OC,-0.76536699,-1.177585837,4
A-5271,COC(=O)CCCCC(=O)OC,-0.84309817,-1.177585837,4
B-1413,COC(=O)CCCCC(=O)OC,-1.4629,-1.177585837,4
A-3755,CC1CC(CCC1N)CC2CCC(N)C(C)C2,-1.775280871,-1.890154679,3
A-3893,CC1CC(CCC1N)CC2CCC(N)C(C)C2,-1.821038361,-1.890154679,3
A-4199,CC1CC(CCC1N)CC2CCC(N)C(C)C2,-2.074144805,-1.890154679,3
A-3758,[NH4+].[Cl-],0.86830826,0.855281182,2
A-3779,[NH4+].[Cl-],0.842254104,0.855281182,2
A-3759,[K+].[K+].[O-]C(=O)C([O-])=O,0.372618466,0.274959233,2
B-1233,[K+].[K+].[O-]C(=O)C([O-])=O,0.1773,0.274959233,2
A-3777,OCC#CCO,1.637918894,1.270719299,3
A-3943,OCC#CCO,1.536339003,1.270719299,3
B-604,OCC#CCO,0.6379,1.270719299,3
A-3780,[Cl-].[K+],0.698089467,0.670874361,4
A-3798,[Cl-].[K+],0.67777488,0.670874361,4
A-3818,[Cl-].[K+],0.661572633,0.670874361,4
A-3839,[Cl-].[K+],0.646060467,0.670874361,4
A-3784,OC(=O)c1ccc2C(=O)OC(=O)c2c1,-0.710714539,-0.803455427,2
A-4036,OC(=O)c1ccc2C(=O)OC(=O)c2c1,-0.896196315,-0.803455427,2
A-3785,COc1ccc(CO)cc1,-0.569858245,-1.05131886,3
A-4031,COc1ccc(CO)cc1,-0.744727146,-1.05131886,3
A-4201,COc1ccc(CO)cc1,-1.839371189,-1.05131886,3
A-3787,CCOCCOC(C)(C)C,-0.596834756,-0.642374991,2
A-3875,CCOCCOC(C)(C)C,-0.687915225,-0.642374991,2
A-3790,Nc1ccccc1,-0.412782439,-0.418899667,2
A-3808,Nc1ccccc1,-0.425016895,-0.418899667,2
A-3799,O[S](=O)(=O)c1ccc2ccccc2c1,0.230443278,-0.175418907,3
B-4373,O[S](=O)(=O)c1ccc2ccccc2c1,0.5133,-0.175418907,3
F-702,O=S(=O)(O)C1=CC2=C(C=CC=C2)C=C1,-1.27,-0.175418907,3
A-3800,CCC(C)=O,0.689797278,0.566708238,3
A-4065,CCC(C)=O,0.490327436,0.566708238,3
E-299,O=C(CC)C,0.52,0.566708238,3
A-3803,CCCCNCC,-0.454922118,-0.447711059,2
B-2390,CCCCNCC,-0.4405,-0.447711059,2
A-3807,CCCNCCC,-0.461082427,-0.349141214,2
B-3672,CCCNCCC,-0.2372,-0.349141214,2
A-3809,[Li+].[Li+].[O-][S]([O-])(=O)=O,0.501649943,0.419712974,3
A-4004,[Li+].[Li+].[O-][S]([O-])(=O)=O,0.392124281,0.419712974,3
A-4007,[Li+].[Li+].[O-][S]([O-])(=O)=O,0.365364697,0.419712974,3
A-3823,CCCC#N,-0.305495934,-0.313247967,2
B-3943,CCCC#N,-0.321,-0.313247967,2
A-3827,Nc1ccc(N)cc1,-0.502523512,-0.472741062,4
A-3861,Nc1ccc(N)cc1,-0.542640735,-0.472741062,4
B-4301,Nc1ccc(N)cc1,-0.4658,-0.472741062,4
C-80,NC1=CC=C(N)C=C1,-0.38,-0.472741062,4
A-3838,COCOC,0.637157819,0.541052606,3
B-4559,COCOC,0.506,0.541052606,3
E-377,COCOC,0.48,0.541052606,3
A-3847,CC(=O)C1CCOC1=O,0.397509321,0.29545466,2
B-1063,CC(=O)C1CCOC1=O,0.1934,0.29545466,2
A-3848,CC(=O)NNC(C)=O,0.440242951,0.384455564,2
A-4024,CC(=O)NNC(C)=O,0.328668176,0.384455564,2
A-3851,COC(C)=O,0.634095572,0.272724857,4
A-4027,COC(C)=O,0.516803854,0.272724857,4
G-811,COC(=O)C,0.46,0.272724857,4
H-306,COC(C)=O,-0.52,0.272724857,4
A-3857,CC(C)OC(C)=O,-0.505375406,-0.541385962,4
A-3871,CC(C)OC(C)=O,-0.519207609,-0.541385962,4
A-4003,CC(C)OC(C)=O,-0.594192741,-0.541385962,4
A-5264,CC(C)OC(C)=O,-0.546768091,-0.541385962,4
A-3858,CC(C)C(O)C(C)(C)CO,-0.666725926,-0.776512963,2
B-836,CC(C)C(O)C(C)(C)CO,-0.8863,-0.776512963,2
A-3862,Oc1ccccc1C#N,-0.584633928,-0.718947192,3
A-4123,Oc1ccccc1C#N,-0.774965627,-0.718947192,3
A-4235,Oc1ccccc1C#N,-0.797242021,-0.718947192,3
A-3863,CCC=O,0.721694819,0.650847409,2
E-290,CCC=O,0.58,0.650847409,2
A-3864,CCN1CCOCC1,0.420080637,0.679340318,2
B-445,CCN1CCOCC1,0.9386,0.679340318,2
A-3869,COC=O,0.698593779,0.640897069,2
A-4046,COC=O,0.58320036,0.640897069,2
A-3877,[Na+].CCCCCCCCCCCCCCCO[S]([O-])(=O)=O,-1.042005529,-0.581596152,2
A-5269,[Na+].CCCCCCCCCCCCCCCO[S]([O-])(=O)=O,-0.121186775,-0.581596152,2
A-3882,Nc1nc(N)nc(N)n1.O[P](O)(O)=O,-1.759410193,-1.81638187,2
A-3927,Nc1nc(N)nc(N)n1.O[P](O)(O)=O,-1.873353546,-1.81638187,2
A-3895,Cc1ccc(C)c(O)c1,-1.537582757,-1.561054773,2
A-3916,Cc1ccc(C)c(O)c1,-1.584526789,-1.561054773,2
A-3896,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(O)=O)C(O)C3O,-1.995302619,-1.76795131,2
B-101,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(O)=O)C(O)C3O,-1.5406,-1.76795131,2
A-3897,ClCC(Cl)Cl,-1.581104063,-1.530452031,2
B-3844,ClCC(Cl)Cl,-1.4798,-1.530452031,2
A-3899,CCCCCCCCCCCCCCCCN,-1.838782548,-3.207653665,5
A-4747,CCCCCCCCCCCCCCCCN,-2.544001501,-3.207653665,5
A-4955,CCCCCCCCCCCCCCCCN,-3.583510043,-3.207653665,5
A-4989,CCCCCCCCCCCCCCCCN,-3.803066996,-3.207653665,5
A-5037,CCCCCCCCCCCCCCCCN,-4.26890724,-3.207653665,5
A-3901,CCCCCCCCCCCCN,-1.723936261,-3.139989483,6
A-4748,CCCCCCCCCCCCN,-2.429155215,-3.139989483,6
A-4956,CCCCCCCCCCCCN,-3.468663756,-3.139989483,6
A-4990,CCCCCCCCCCCCN,-3.688220709,-3.139989483,6
A-5038,CCCCCCCCCCCCN,-4.154060953,-3.139989483,6
B-740,CCCCCCCCCCCCN,-3.3759,-3.139989483,6
A-3902,CCCCCCCCCCCCCCCCCCN,-1.886518119,-3.255389237,5
A-4749,CCCCCCCCCCCCCCCCCCN,-2.591737073,-3.255389237,5
A-4957,CCCCCCCCCCCCCCCCCCN,-3.631245614,-3.255389237,5
A-4991,CCCCCCCCCCCCCCCCCCN,-3.850802567,-3.255389237,5
A-5039,CCCCCCCCCCCCCCCCCCN,-4.316642812,-3.255389237,5
A-3906,OC(=O)c1ccccc1,-1.54646799,-1.607132611,3
A-4128,OC(=O)c1ccccc1,-1.619929844,-1.607132611,3
D-708,OC(=O)c1ccccc1,-1.655,-1.607132611,3
A-3917,CC(C)Br,-1.587453275,-1.605657325,3
A-3921,CC(C)Br,-1.598518701,-1.605657325,3
D-1370,CC(C)Br,-1.631,-1.605657325,3
A-3919,CC(C)OC(C)C,-1.516592758,-1.34737319,4
B-4047,CC(C)OC(C)C,-1.0649,-1.34737319,4
D-97,CC(C)OC(C)C,-1.708,-1.34737319,4
E-385,O(C(C)C)C(C)C,-1.1,-1.34737319,4
A-3920,CC(C)(O)c1cccc(c1)C(C)(C)O,-1.797052988,-1.830293017,2
A-4146,CC(C)(O)c1cccc(c1)C(C)(C)O,-1.863533046,-1.830293017,2
A-3924,CCSCC,-1.468024827,-1.404012413,2
G-588,CCSCC,-1.34,-1.404012413,2
A-3936,CC(=O)CC(=O)Nc1ccccc1C,-1.80443477,-1.827313516,2
A-4143,CC(=O)CC(=O)Nc1ccccc1C,-1.850192261,-1.827313516,2
A-3939,FC(F)Cl,-1.459734159,-1.47706708,2
B-3838,FC(F)Cl,-1.4944,-1.47706708,2
A-3942,OCC(Br)(CO)[N+]([O-])=O,0.173212327,0.139659311,4
A-3951,OCC(Br)(CO)[N+]([O-])=O,0.161394061,0.139659311,4
A-3986,OCC(Br)(CO)[N+]([O-])=O,0.127130857,0.139659311,4
B-32,OCC(Br)(CO)[N+]([O-])=O,0.0969,0.139659311,4
A-3953,CN1[C@@H]2CC(C[C@H]1C3OC23)OC(=O)[C@H](CO)c4ccccc4,-1.007447813,-0.664482604,3
B-23,CN1[C@@H]2CC(C[C@H]1C3OC23)OC(=O)[C@H](CO)c4ccccc4,-0.482,-0.664482604,3
D-1331,CN1[C@@H]2CC(C[C@H]1C3OC23)OC(=O)[C@H](CO)c4ccccc4,-0.504,-0.664482604,3
A-3957,CC(=C)C#N,-0.364266267,-0.404107546,4
A-4000,CC(=C)C#N,-0.406708517,-0.404107546,4
A-4012,CC(=C)C#N,-0.416731142,-0.404107546,4
A-4019,CC(=C)C#N,-0.428724257,-0.404107546,4
A-3959,[Na+].CCCCCCCCCCCCO[S]([O-])(=O)=O,-0.00058018,-0.251636033,5
A-4220,[Na+].CCCCCCCCCCCCO[S]([O-])(=O)=O,-0.167716596,-0.251636033,5
A-4324,[Na+].CCCCCCCCCCCCO[S]([O-])(=O)=O,-0.283881408,-0.251636033,5
A-4554,[Na+].CCCCCCCCCCCCO[S]([O-])(=O)=O,-0.459972667,-0.251636033,5
A-5287,[Na+].CCCCCCCCCCCCO[S]([O-])(=O)=O,-0.346029315,-0.251636033,5
A-3966,Oc1ccc(Cl)cc1,-0.661941076,-0.690923695,5
A-3981,Oc1ccc(Cl)cc1,-0.676129817,-0.690923695,5
A-3999,Oc1ccc(Cl)cc1,-0.687659717,-0.690923695,5
A-4038,Oc1ccc(Cl)cc1,-0.728887866,-0.690923695,5
E-426,Oc(ccc(c1)Cl)c1,-0.7,-0.690923695,5
A-3971,O.O.[Cl-].[Cl-].[Ba++],0.053049617,0.047471216,2
A-3985,O.O.[Cl-].[Cl-].[Ba++],0.041892815,0.047471216,2
A-3972,CC(C)(CO)COC(=O)C(C)(C)CO,0.127554478,0.097878147,2
A-4040,CC(C)(CO)COC(=O)C(C)(C)CO,0.068201817,0.097878147,2
A-3975,CC(C)(C)C(O)=O,-0.563561886,-0.618130943,2
B-195,CC(C)(C)C(O)=O,-0.6727,-0.618130943,2
A-3980,S=C1NCCN1,-0.571538824,-0.639919412,2
B-3981,S=C1NCCN1,-0.7083,-0.639919412,2
A-3982,NC(Cc1ccccc1)C(O)=O,-0.785821742,-0.975305862,4
A-4015,NC(Cc1ccccc1)C(O)=O,-0.819701706,-0.975305862,4
B-4622,NC(Cc1ccccc1)C(O)=O,-1.0657,-0.975305862,4
E-699,O=C(O)C(N)Cc(cccc1)c1,-1.23,-0.975305862,4
A-3983,OCCOc1ccccc1,-0.709037421,-0.734279094,4
A-4002,OCCOc1ccccc1,-0.725427837,-0.734279094,4
A-4017,OCCOc1ccccc1,-0.742461176,-0.734279094,4
A-4037,OCCOc1ccccc1,-0.760189943,-0.734279094,4
A-3996,CC(C)=CC(C)=O,-0.560826234,-0.545913117,2
B-818,CC(C)=CC(C)=O,-0.531,-0.545913117,2
A-4001,Cc1ccccc1O,-0.619013017,-0.627529687,2
A-4016,Cc1ccccc1O,-0.636046357,-0.627529687,2
A-4010,NCC(O)=O,0.522490949,0.721245474,2
C-9,NCC(O)=O,0.92,0.721245474,2
A-4014,NC(CC(N)=O)C(O)=O,-0.721291556,-0.747322889,4
B-144,NC(CC(N)=O)C(O)=O,-0.6525,-0.747322889,4
B-2286,NC(CC(N)=O)C(O)=O,-0.8755,-0.747322889,4
E-1205,O=C(O)C(N)CC(=O)N,-0.74,-0.747322889,4
A-4018,OC(=O)CCCCC(O)=O,-0.766835038,-0.843529765,6
A-4054,OC(=O)CCCCC(O)=O,-0.80304721,-0.843529765,6
A-4341,OC(=O)CCCCC(O)=O,-0.988683788,-0.843529765,6
A-4368,OC(=O)CCCCC(O)=O,-1.006412554,-0.843529765,6
B-4297,OC(=O)CCCCC(O)=O,-0.6762,-0.843529765,6
C-54,OC(=O)CCCCC(O)=O,-0.82,-0.843529765,6
A-4029,CN(C)CCOC(=O)C=C,0.224310685,0.534205064,2
A-5321,CN(C)CCOC(=O)C=C,0.844099443,0.534205064,2
A-4030,CC1COC(=O)O1,0.371232292,0.302645695,2
A-4273,CC1COC(=O)O1,0.234059099,0.302645695,2
A-4044,CCCC(C)O,-0.254140825,-0.275020412,2
B-3817,CCCC(C)O,-0.2959,-0.275020412,2
A-4047,Cc1cccc(O)c1,-0.662918503,-0.670439506,2
A-4068,Cc1cccc(O)c1,-0.677960508,-0.670439506,2
A-4048,COc1ccccc1O,-0.726552322,-1.169550774,3
B-3691,COc1ccccc1O,-0.8221,-1.169550774,3
E-418,O(c(c(O)ccc1)c1)C,-1.96,-1.169550774,3
A-4049,CS,-0.314879436,-0.404797036,2
A-4331,CS,-0.494714636,-0.404797036,2
A-4050,Oc1ccccc1Cl,-0.74267615,-0.850838451,3
A-4070,Oc1ccccc1Cl,-0.753839202,-0.850838451,3
B-3696,Oc1ccccc1Cl,-1.056,-0.850838451,3
A-4051,CC(C)CC(N)C(O)=O,-0.756123237,-0.929280809,4
B-105,CC(C)CC(N)C(O)=O,-0.7854,-0.929280809,4
B-916,CC(C)CC(N)C(O)=O,-1.0456,-0.929280809,4
C-41,CC(C)CC(N)C(O)=O,-1.13,-0.929280809,4
A-4062,[H+].[Cl-].NCC1(CCCCC1)CC(O)=O,0.034743931,0.018129941,3
A-4076,[H+].[Cl-].NCC1(CCCCC1)CC(O)=O,0.019021146,0.018129941,3
A-4098,[H+].[Cl-].NCC1(CCCCC1)CC(O)=O,0.000624748,0.018129941,3
A-4067,[NH4+].[NH4+].[Zn++].[Zn++].[O-]C([O-])=O.[O-]C([O-])=O.[O-]C([O-])=O,-0.197759084,-0.243760423,2
A-4268,[NH4+].[NH4+].[Zn++].[Zn++].[O-]C([O-])=O.[O-]C([O-])=O.[O-]C([O-])=O,-0.289761762,-0.243760423,2
A-4071,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,-0.945813127,-0.924453282,4
B-4445,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,-0.966,-0.924453282,4
C-533,C[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-0.91,-0.924453282,4
G-471,Cn1cnc2n(C)c(=O)n(C)c(=O)c12,-0.876,-0.924453282,4
A-4084,C1OCOCO1,0.371717126,0.326313419,2
A-4275,C1OCOCO1,0.280909712,0.326313419,2
A-4090,CC(C)CC(C)O,-0.670896654,-0.732698327,2
B-546,CC(C)CC(C)O,-0.7945,-0.732698327,2
A-4093,CCC(CO)(CO)COCC(CC)(CO)CO,-1.076302279,-1.02995114,2
B-2629,CCC(CO)(CO)COCC(CC)(CO)CO,-0.9836,-1.02995114,2
A-4100,C=CC=O,0.569379255,0.769689627,2
H-5,C=CC=O,0.97,0.769689627,2
A-4106,CC(=C)C(N)=O,0.37539119,0.222715506,2
A-5170,CC(=C)C(N)=O,0.070039821,0.222715506,2
A-4109,[Li+].[OH-],0.921760746,0.685291094,3
A-4464,[Li+].[OH-],0.662123436,0.685291094,3
A-5120,[Li+].[OH-],0.471989099,0.685291094,3
A-4111,CCCOC(C)=O,-0.699535921,-0.717413402,3
A-4253,CCCOC(C)=O,-0.732704285,-0.717413402,3
E-349,O=C(OCCC)C,-0.72,-0.717413402,3
A-4116,OCCc1ccccc1,-0.785923914,-0.790146591,3
A-4284,OCCc1ccccc1,-0.843915861,-0.790146591,3
B-3786,OCCc1ccccc1,-0.7406,-0.790146591,3
A-4117,CCOc1ccc(N)cc1,-0.836267135,-0.84855123,2
A-4252,CCOc1ccc(N)cc1,-0.860835326,-0.84855123,2
A-4120,CCOC(=O)C(Cl)C(C)=O,-0.915368172,-0.966743881,3
A-4291,CCOC(=O)C(Cl)C(C)=O,-0.985949247,-0.966743881,3
A-4311,CCOC(=O)C(Cl)C(C)=O,-0.998914224,-0.966743881,3
A-4122,CCOC(=O)C=C,-0.699477832,-0.754631467,3
